,Participation.#,Sum.Amount,Date.Submitted,Date.Mailed,Name.1,Address.1,City,St,Postal,year_submitted,month_submitted,year_mailed,month_mailed,period,long_duration,class
8335,2134702,90,2020-07-18,2020-07-23T00:00:00.000,RIVER OF LIFE CHURCH,PO Box 58,Ellington,MO,63638,2020,7,2020,7,5,0,Religious Organization
8334,2070446,90,2020-07-18,2020-07-23T00:00:00.000,CHURCH OF CHRIST FOOD PANTRY,302 E. HOSPITAL RD.,EL DORADO SPRINGS,MO,64744,2020,7,2020,7,5,0,Religious Organization
8340,2232081,150,2020-07-18,2020-07-23T00:00:00.000,HURRICANE FORK CHURCH SUN SCHL,"RT. 1, BOX 287 F",MARBLE HILL,MO,63764,2020,7,2020,7,5,0,Religious Organization
8330,2170536,60,2020-07-18,2020-07-23T00:00:00.000,PEOPLE HELPING HOMELESS ANIMAL,1323 EASTWOOD DRIVE,ROLLA,MO,65401,2020,7,2020,7,5,0,Community
8326,2160437,60,2020-07-18,2020-07-23T00:00:00.000,LWML - PEACE LUTHERAN CHURCH,PO Box 407,Shell Knob,MO,65747,2020,7,2020,7,5,0,Religious Organization
8328,2020880,60,2020-07-18,2020-07-23T00:00:00.000,BETHEL FREEWILL BAPTIST CHURCH,1300 S Summer,El Dorado Springs,MO,64744,2020,7,2020,7,5,0,Religious Organization
8327,1033090,60,2020-07-18,2020-07-23T00:00:00.000,CUMMINGS CHRISTIAN LADIES AID,11903 Highway 116,Nortonville,KS,66060,2020,7,2020,7,5,0,Religious Organization
8266,1010925,60,2020-07-03,2020-07-07T00:00:00.000,AMERICAN BAPTIST WOMEN,13507 S Locust St,Olathe,KS,66062,2020,7,2020,7,4,0,Religious Organization
8240,1021483,30,2020-07-03,2020-07-07T00:00:00.000,BAPTIST WOMEN,404 W. RUTLEDGE ST.,YATES CENTER,KS,66783,2020,7,2020,7,4,0,Religious Organization
8241,2145263,30,2020-07-03,2020-07-07T00:00:00.000,KERNS CHAPEL CHURCH,8459 Highway M,Poplar Bluff,MO,63901,2020,7,2020,7,4,0,Religious Organization
8244,2160200,30,2020-07-03,2020-07-07T00:00:00.000,HOLY FAMILY CATHOLIC CHURCH,PO BOX 229,SHELL KNOB,MO,65747,2020,7,2020,7,4,0,Religious Organization
8247,1071105,60,2020-07-03,2020-07-07T00:00:00.000,GRACE BAPTIST LADIES M GROUP,PO BOX 314,NEODESHA,KS,66757,2020,7,2020,7,4,0,Religious Organization
8248,1230555,60,2020-07-03,2020-07-07T00:00:00.000,ST. JOHN LUTHERAN,2040 10TH RD,LEROY,KS,66857,2020,7,2020,7,4,0,Religious Organization
8249,1130349,60,2020-07-03,2020-07-07T00:00:00.000,DIVINE MERCY YOUTH GROUP,14707 S Saint Andrews Ave,Olathe,KS,66061,2020,7,2020,7,4,0,Community
8250,1110392,60,2020-07-03,2020-07-07T00:00:00.000,LIBERTY BILLS COMMUNITY CLUB,28908 LOCKE RD,MARCELINE,MO,64658,2020,7,2020,7,4,0,Community
8253,3031154,60,2020-07-03,2020-07-07T00:00:00.000,FRIENDS FUR CHANGE,2243 N Sooner Rd,CHICKASHA,OK,73018,2020,7,2020,7,4,0,Community
8254,2160825,60,2020-07-03,2020-07-07T00:00:00.000,PATTERSON BAPTIST CHURCH,PO BOX 92,PATTERSON,MO,63956,2020,7,2020,7,4,0,Religious Organization
8259,2192349,60,2020-07-03,2020-07-07T00:00:00.000,SHOW ME PRECIOUS MOMENTS CLUB,2648 JENNIFER DR.,JEFFERSON CITY,MO,65101,2020,7,2020,7,4,0,Community
8256,2131263,60,2020-07-03,2020-07-07T00:00:00.000,CALVARY TEMPLE ASSEMBLY OF GOD,606 W 29th Terr,Lawrence,KS,66046,2020,7,2020,7,4,0,Religious Organization
8268,3201515,60,2020-07-03,2020-07-07T00:00:00.000,TRAILS END QUILTERS GUILD,PO BOX 506,OWASSO,OK,74055,2020,7,2020,7,4,0,Community
8276,2120735,60,2020-07-03,2020-07-07T00:00:00.000,ST PAULS LUTHERAN EVENING GUI,207 N Owen St,California,MO,65018,2020,7,2020,7,4,0,Religious Organization
8270,1080600,60,2020-07-03,2020-07-07T00:00:00.000,HIGH POINT BAPTIST WMU,40314 CHURCH ROAD,CALIFORNIA,MO,65018,2020,7,2020,7,4,0,Religious Organization
8283,2031554,90,2020-07-03,2020-07-07T00:00:00.000,COMMUNITY BIBLE CHURCH,10974 SW BOSTON MILLS RD.,CHETOPA,KS,67336,2020,7,2020,7,4,0,Religious Organization
8282,2061385,90,2020-07-03,2020-07-07T00:00:00.000,WOMEN OF THE CHURCH OF GOD,PO BOX 120,KNOB LICK,MO,63651,2020,7,2020,7,4,0,Religious Organization
8278,2180240,90,2020-07-03,2020-07-07T00:00:00.000,REDEEMER LUTHERAN CHURCH LWML,220 N. SEMINOLE AVE.,CLAREMORE,OK,74017,2020,7,2020,7,4,0,Religious Organization
8280,1291064,90,2020-07-03,2020-07-07T00:00:00.000,FIRST BAPTIST ABW,PO BOX 166,ANTHONY,KS,67003,2020,7,2020,7,4,0,Religious Organization
8275,1150109,60,2020-07-03,2020-07-07T00:00:00.000,ODESSA CHURCH OF CHRIST,210 N 4th St,Odessa,MO,64076,2020,7,2020,7,4,0,Religious Organization
8273,1032880,60,2020-07-03,2020-07-07T00:00:00.000,PAOLA LIONS CLUB,1718 LOCKHART LANE,OSAWATOMIE,KS,66064,2020,7,2020,7,4,0,Community
8272,1040147,60,2020-07-03,2020-07-07T00:00:00.000,EVANGELICAL UNITED CHURCH-WG,416 7th St,Boonville,MO,65233,2020,7,2020,7,4,0,Religious Organization
8196,2021205,60,2020-06-22,2020-06-23T00:00:00.000,BISMARCK ASSEMBLY OF GOD WMS,528 Vandalia Dr,Bismarck,MO,63624,2020,6,2020,6,1,0,Religious Organization
8207,2160188,60,2020-06-22,2020-06-23T00:00:00.000,TRINITY LUTHERAN BUILDING FUND,601 KINGSBURY BLVD.,FREDERICKTOWN,MO,63645,2020,6,2020,6,1,0,Religious Organization
8206,2130662,60,2020-06-22,2020-06-23T00:00:00.000,MARION. UNITED METHODIST WOMEN,402 STRAWBRIDGE COURT,MARIONVILLE,MO,65705,2020,6,2020,6,1,0,Religious Organization
8210,1130576,60,2020-06-22,2020-06-23T00:00:00.000,FIRST BAPTIST CHURCH,PO Box 408,Herington,KS,67449,2020,6,2020,6,1,0,Religious Organization
8205,2081280,60,2020-06-22,2020-06-23T00:00:00.000,HOLY NAME CATHOLIC SCHOOL,406 WILLOW,COFFEYVILLE,KS,67337,2020,6,2020,6,1,0,Religious Organization
8202,1130536,60,2020-06-22,2020-06-23T00:00:00.000,ONE ACCORD FREE WILL BAPTIST CHURCH,209 Village Center,Nixa,MO,65714,2020,6,2020,6,1,0,Religious Organization
8201,1034692,60,2020-06-22,2020-06-23T00:00:00.000,CHANDLER BAPTIST CHURCH,11401 NE State Route 33,Liberty,MO,64068,2020,6,2020,6,1,0,Religious Organization
8186,2070800,30,2020-06-22,2020-06-23T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2020,6,2020,6,1,0,Religious Organization
8193,1130640,60,2020-06-22,2020-06-23T00:00:00.000,UNITED METHODIST WOMEN,219 S. 6th STREET,OSAGE CITY,KS,66523,2020,6,2020,6,1,0,Religious Organization
8190,1130548,60,2020-06-22,2020-06-23T00:00:00.000,VISTA UNITED METHODIST CHURCH,6190 SE 250 Rd,Osceola,MO,64776,2020,6,2020,6,1,0,Religious Organization
8183,2070800,30,2020-06-22,2020-06-23T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2020,6,2020,6,1,0,Religious Organization
8187,1131470,30,2020-06-22,2020-06-23T00:00:00.000,MT HULDA LUTHERAN LADIES AID,16254 Hwy B,Cole Camp,MO,65325,2020,6,2020,6,1,0,Religious Organization
8185,2070800,30,2020-06-22,2020-06-23T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2020,6,2020,6,1,0,Religious Organization
8184,2070800,30,2020-06-22,2020-06-23T00:00:00.000,FIRST BAPTIST CHURCH,229 SOUTH OHIO AVE.,DRUMRIGHT,OK,74030,2020,6,2020,6,1,0,Religious Organization
8216,1131107,60,2020-06-22,2020-06-23T00:00:00.000,1ST PRESBYTERIAN CHURCH,PO Box 243,Pleasanton,KS,66075,2020,6,2020,6,1,0,Religious Organization
8214,1130124,60,2020-06-22,2020-06-23T00:00:00.000,WEST WYANDOTTE NEIGHBORHOOD ASSOC,1527 N 85th Terr,Kansas City,KS,66112,2020,6,2020,6,1,0,Community
8189,1161187,30,2020-06-22,2020-06-23T00:00:00.000,PRESCOTT UNITED METHODIST CHUR,PO Box 224,Prescott,KS,66767,2020,6,2020,6,1,0,Religious Organization
8217,2131313,60,2020-06-22,2020-06-23T00:00:00.000,TRINITY UNITED METHODIST CHURCH FREE BRE,2511 Reno Rd,Ottawa,KS,66067,2020,6,2020,6,1,0,Religious Organization
8233,1231110,90,2020-06-22,2020-06-23T00:00:00.000,WINFREY CLUB,29985 HWY 24,CARROLLTON,MO,64633,2020,6,2020,6,1,0,Community
8219,1210244,60,2020-06-22,2020-06-23T00:00:00.000,UNITED METHODIST WOMEN,PO BOX 263,BUTLER,MO,64730,2020,6,2020,6,1,0,Religious Organization
8238,1010750,240,2020-06-22,2020-06-23T00:00:00.000,ALPHA CHRISTIAN CHILDRENS HOME,PO BOX 727,PERRY,KS,66073,2020,6,2020,6,1,0,Religious Organization
8236,1230033,120,2020-06-22,2020-06-23T00:00:00.000,DORCAS/DOWNING GRP 1ST BAPT CH,2511 Franklin Ave,Lexington,MO,64067,2020,6,2020,6,1,0,Religious Organization
8235,2081405,90,2020-06-22,2020-06-23T00:00:00.000,HONEY SPRINGS BAPTIST CHURCH,46 Honey Springs Loop,Brumley,MO,65017,2020,6,2020,6,1,0,Religious Organization
8234,2161258,90,2020-06-22,2020-06-23T00:00:00.000,POLK COUNTY CHRISTIAN SCHOOL,PO Box 303,Bolivar,MO,65613,2020,6,2020,6,1,0,Religious Organization
8237,2030552,210,2020-06-22,2020-06-23T00:00:00.000,STOCKTON UM MISSIONS TIGER TAS,PO Box 329,STOCKTON,MO,65785,2020,6,2020,6,1,0,Religious Organization
8230,2105030,90,2020-06-22,2020-06-23T00:00:00.000,KIMBERLING AREA SENIOR CENTER,PO Box 873,Kimberling City,MO,65686,2020,6,2020,6,1,0,Community
8225,1030019,60,2020-06-22,2020-06-23T00:00:00.000,HOLY SPIRIT CATHOLIC CHURCH,404 S ROLLINS,CENTRALIA,MO,65240,2020,6,2020,6,1,0,Religious Organization
8224,1130905,60,2020-06-22,2020-06-23T00:00:00.000,KENDALL CHAPEL LADIES AID,9240 NE Country Hill Pkwy,Cameron,MO,64429,2020,6,2020,6,1,0,Religious Organization
8222,1047821,60,2020-06-22,2020-06-23T00:00:00.000,OUR SAVIOR LUTHERAN CHURCH,14155 N Highway,Platte City,MO,64079,2020,6,2020,6,1,0,Religious Organization
8221,2060925,60,2020-06-22,2020-06-23T00:00:00.000,FOCUS 1ST ASSEMBLY OF GOD,4099 MAIN ST,CASSVILLE,MO,65625,2020,6,2020,6,1,0,Religious Organization
8228,2090022,90,2020-06-22,2020-06-23T00:00:00.000,ST JOE GENERAL BAPTIST CHURCH,17079 State Highway J,Bloomfield,MO,63825,2020,6,2020,6,1,0,Religious Organization
8289,1201270,150,2020-06-13,2020-07-29T00:00:00.000,TRINITY LUTHERAN SCHOOL,611 N. 8TH ST.,ATCHISON,KS,66002,2020,6,2020,7,46,1,Religious Organization
8135,1192405,60,2020-06-12,2020-07-02T00:00:00.000,ST JOHNS CATHOLIC ALTAR SOC,30371 Bahner Rd,Smithton,MO,65350,2020,6,2020,7,20,0,Religious Organization
8143,1131265,60,2020-06-12,2020-07-02T00:00:00.000,ST. JOHN'S LUTHERAN LADIES AID,4409 Saint Johns Rd,Jefferson City,MO,65101,2020,6,2020,7,20,0,Religious Organization
8140,1201310,60,2020-06-12,2020-07-02T00:00:00.000,LWML - TRINITY LUTHERAN,2101 10TH AVENUE,LEAVENWORTH,KS,66048,2020,6,2020,7,20,0,Religious Organization
8138,2193800,60,2020-06-12,2020-07-02T00:00:00.000,ST THERESA CHURCH,33093 Hwy E,Dixon,MO,65459,2020,6,2020,7,20,0,Religious Organization
8124,2010189,30,2020-06-12,2020-07-02T00:00:00.000,CALVARY F.W.B. CHURCH,14390 S. 4210 RD.,CLAREMORE,OK,74017,2020,6,2020,7,20,0,Religious Organization
8131,1130695,60,2020-06-12,2020-07-02T00:00:00.000,METZ UNITED METHODIST CHURCH,P.O. BOX 164,METZ,MO,64765,2020,6,2020,7,20,0,Religious Organization
8127,3005407,30,2020-06-12,2020-07-02T00:00:00.000,ST. ALLEN FAMILY CHRISTIAN UNI,PO BOX 3901,ENID,OK,73754,2020,6,2020,7,20,0,Religious Organization
8125,2030003,30,2020-06-12,2020-07-02T00:00:00.000,BATES CREEK BAPTIST WMA,12499 State Hwy P,Potosi,MO,63664,2020,6,2020,7,20,0,Religious Organization
8148,1087363,60,2020-06-12,2020-07-02T00:00:00.000,ARMSTRONG SENIOR CENTER,1892 CR 2407,Armstrong,MO,65230,2020,6,2020,7,20,0,Community
8145,1235475,60,2020-06-12,2020-07-02T00:00:00.000,GENERAL BAPTIST,18060 ST HWY Z,BERNIE,MO,63822,2020,6,2020,7,20,0,Religious Organization
8122,2124378,30,2020-06-12,2020-07-02T00:00:00.000,MT. ZION GENERAL BAPTIS CHURCH,2813 LUCE ST.,CAPE GIRARDEAU,MO,63701,2020,6,2020,7,20,0,Religious Organization
8150,1130666,60,2020-06-12,2020-07-02T00:00:00.000,FRATERNAL ORDER OF EAGLES AUXILIARY 1022,PO Box 434,Boonville,MO,65233,2020,6,2020,7,20,0,Community
8156,4532611,60,2020-06-12,2020-07-02T00:00:00.000,CHRISTIAN WOMEN CONNECTION,3324 PIN OAK RD.,MTN. GROVE,MO,65711,2020,6,2020,7,20,0,Religious Organization
8157,2230815,60,2020-06-12,2020-07-02T00:00:00.000,WHEATLAND NAZARENE CHURCH,19063 US Highway 54,WHEATLAND,MO,65779,2020,6,2020,7,20,0,Religious Organization
8166,2016348,90,2020-06-12,2020-07-02T00:00:00.000,LIFE POINTE CHURCH,26891 Lamms Ln,SEDALIA,MO,65301,2020,6,2020,7,20,0,Religious Organization
8167,1191582,90,2020-06-12,2020-07-02T00:00:00.000,ST. JOHN UNI CHURCH OF CHRIST,PO BOX 116,FLORENCE,MO,65329,2020,6,2020,7,20,0,Religious Organization
8169,2131289,90,2020-06-12,2020-07-02T00:00:00.000,POLK COUNTY CHRISTIAN SOCIAL MINISTRIES,1222 Charlene Dr,Bolivar,MO,65613,2020,6,2020,7,20,0,Religious Organization
8171,2193250,90,2020-06-12,2020-07-02T00:00:00.000,APPLE CREEK MEN'S CLUB,1408 PCR 518,PERRYVILLE,MO,63775,2020,6,2020,7,20,0,Community
8180,3010281,120,2020-06-12,2020-07-02T00:00:00.000,ST. MARY'S CATHOLIC SCHOOL,415 SOUTH SEVENTH ST.,PONCA CITY,OK,74601,2020,6,2020,7,20,0,Religious Organization
8155,1195980,60,2020-06-12,2020-07-02T00:00:00.000,GRANT CHAPEL A.M.E. CHURCH,2800 NORTH TREMONT ST.,KANSAS CITY,KS,66101,2020,6,2020,7,20,0,Religious Organization
8071,1240020,60,2020-05-26,2020-05-27T00:00:00.000,PRECEPTOR ALPHA-BETA SIGMA PHI,902 Ash St,Abilene,KS,67410,2020,5,2020,5,1,0,Community
8080,1110315,60,2020-05-26,2020-05-27T00:00:00.000,FIRST BAPTIST CHURCH,405 S First St,Drexel,MO,64742,2020,5,2020,5,1,0,Religious Organization
8077,1130412,60,2020-05-26,2020-05-27T00:00:00.000,SHEPHERD OF THE HILLS GARDEN CLUB,204 N Walnut,Blue Eye,MO,65611,2020,5,2020,5,1,0,Community
8076,2033110,60,2020-05-26,2020-05-27T00:00:00.000,COMMUNITY CHURCH OF CHRIST,"HCR #2, BOX 4730",LOWNDES,MO,63951,2020,5,2020,5,1,0,Religious Organization
8072,1010942,60,2020-05-26,2020-05-27T00:00:00.000,1ST PRESBYTERIAN CHURCH,119 BRIAR WOOD TRAIL,FULTON,MO,65251,2020,5,2020,5,1,0,Religious Organization
8065,1021483,30,2020-05-26,2020-05-27T00:00:00.000,BAPTIST WOMEN,404 W. RUTLEDGE ST.,YATES CENTER,KS,66783,2020,5,2020,5,1,0,Religious Organization
8070,2676100,60,2020-05-26,2020-05-27T00:00:00.000,CHURCH OF CHRIST OF FONTANA,23797 County Rd 1095,Fontana,KS,66026,2020,5,2020,5,1,0,Religious Organization
8069,2131990,60,2020-05-26,2020-05-27T00:00:00.000,MT ZION BAPTIST CHURCH,PO BOX 533,OZARK,MO,65721,2020,5,2020,5,1,0,Religious Organization
8067,1110295,60,2020-05-26,2020-05-27T00:00:00.000,KERN SENIOR CENTER,613 E. PARK,RICH HILL,MO,64779,2020,5,2020,5,1,0,Community
8066,1161187,30,2020-05-26,2020-05-27T00:00:00.000,PRESCOTT UNITED METHODIST CHUR,PO Box 224,Prescott,KS,66767,2020,5,2020,5,1,0,Religious Organization
8064,2230749,30,2020-05-26,2020-05-27T00:00:00.000,UNITED METHODIST WOMEN SBP,801 E. SCENIC RIVERS BLVD.,SALEM,MO,65560,2020,5,2020,5,1,0,Religious Organization
8081,2071694,60,2020-05-26,2020-05-27T00:00:00.000,FIRST BAPTIST CHURCH OF BUNKER,313 County Road 929,BUNKER,MO,63629,2020,5,2020,5,1,0,Religious Organization
8088,1121455,60,2020-05-26,2020-05-27T00:00:00.000,LUTH WOMEN MISSION LEAGUE,319 EAST BROADWAY STREET,BRUNSWICK,MO,65236,2020,5,2020,5,1,0,Community
8089,2100664,60,2020-05-26,2020-05-27T00:00:00.000,LADIES PRAYER CLUB OF AOG,P.O. BOX 628,BELLE,MO,65013,2020,5,2020,5,1,0,Community
8103,2160468,90,2020-05-26,2020-05-27T00:00:00.000,PLAINVIEW METHODIST CHURCH,RT. 1 BOX 527AA,MARBLE HILL,MO,63764,2020,5,2020,5,1,0,Religious Organization
8090,1130367,60,2020-05-26,2020-05-27T00:00:00.000,COMMUNITY OF CHRIST - STONE CHURCH,1012 W Lexington Ave,Independence,MO,64050,2020,5,2020,5,1,0,Religious Organization
8113,2084285,150,2020-05-26,2020-05-27T00:00:00.000,LADD CHAPEL CHURCH,23645 County Road 232,ADVANCE,MO,63730,2020,5,2020,5,1,0,Religious Organization
8105,2064364,90,2020-05-26,2020-05-27T00:00:00.000,HILLTOP CHURCH,1054 Sunday Dr,CRANE,MO,65633,2020,5,2020,5,1,0,Religious Organization
8104,1071105,90,2020-05-26,2020-05-27T00:00:00.000,GRACE BAPTIST LADIES M GROUP,PO BOX 314,NEODESHA,KS,66757,2020,5,2020,5,1,0,Religious Organization
8121,2071483,540,2020-05-26,2020-05-27T00:00:00.000,GRAND OAK MISSION,2854 W Grand St,SPRINGFIELD,MO,65802,2020,5,2020,5,1,0,Community
8100,1190823,60,2020-05-26,2020-05-27T00:00:00.000,SHAWNEE COMMUNITY SERVICES,11110 W 67th St,Shawnee,KS,66203,2020,5,2020,5,1,0,Community
8098,1200935,60,2020-05-26,2020-05-27T00:00:00.000,THE FRONTIER CLUB,601 N Buckeye Ave,Abilene,KS,67410,2020,5,2020,5,1,0,Community
8096,1120125,60,2020-05-26,2020-05-27T00:00:00.000,ST AUGUSTINE LADIES CLUB,C/O Carolyn Dusin 125 W 5th St,Washington,KS,66968,2020,5,2020,5,1,0,Community
8092,1100064,60,2020-05-26,2020-05-27T00:00:00.000,JEFFERSON CITY A YOUTH GROUP,1524 RIDGEWOOD DR.,JEFFERSON CITY,MO,65109,2020,5,2020,5,1,0,Community
8091,1210825,60,2020-05-26,2020-05-27T00:00:00.000,NORTHBRANCH FRIENDS WOMEN,203 2nd St,Burr Oak,KS,66936,2020,5,2020,5,1,0,Community
8036,1120479,60,2020-05-06,2020-05-06T00:00:00.000,KAW BETTER HOMES F.C.E.,27355 REZAC ROAD,ST. MARYS,KS,66536,2020,5,2020,5,0,0,Community
8017,2071403,60,2020-05-06,2020-05-06T00:00:00.000,PHILIPPINES MISSION PROJECT,C/O Bernice Riggins PO Box 213,Ellsinore,MO,63937,2020,5,2020,5,0,0,Community
8018,2210835,60,2020-05-06,2020-05-06T00:00:00.000,EVEREST CHRISTIAN CHURCH,6103 326th Rd,EVEREST,KS,66424,2020,5,2020,5,0,0,Religious Organization
8010,1191050,30,2020-05-06,2020-05-06T00:00:00.000,NORTHLAND SHEPHARD CENTER,5314 N. VIRGINIA AVE.,KANSAS CITY,MO,64118,2020,5,2020,5,0,0,Community
8021,2160199,60,2020-05-06,2020-05-06T00:00:00.000,UNITED METHODIST WOMEN,1182 Madison 409,Fredericktown,MO,63645,2020,5,2020,5,0,0,Religious Organization
8022,2160378,60,2020-05-06,2020-05-06T00:00:00.000,OLD FORT WOMENS CLUB,117 N Georgetown Rd,Fort Gibson,OK,74434,2020,5,2020,5,0,0,Community
8025,2081818,60,2020-05-06,2020-05-06T00:00:00.000,HUMANSVILLE SENIOR CENTER,PO BOX 98,HUMANSVILLE,MO,65674,2020,5,2020,5,0,0,Community
8030,1010120,60,2020-05-06,2020-05-06T00:00:00.000,ZION EVANGELICAL LUTHERAN CHURCH,32405 Business Hwy 36E,Macon,MO,63552,2020,5,2020,5,0,0,Religious Organization
8033,1071409,60,2020-05-06,2020-05-06T00:00:00.000,IDANA PRES. CHURCH PW,1625 DEER TRAIL ROAD,CLAY CENTER,KS,67432,2020,5,2020,5,0,0,Religious Organization
8035,1130218,60,2020-05-06,2020-05-06T00:00:00.000,CLAYCOMO BAPTIST CHURCH,312 E Longfellow,Kansas City,MO,64119,2020,5,2020,5,0,0,Religious Organization
8055,1090051,120,2020-05-06,2020-05-06T00:00:00.000,1ST UNTD METHODIST PRESB YOUTH,300 N COLUMBUS ST,MONTGOMERY CITY,MO,63361,2020,5,2020,5,0,0,Religious Organization
8037,1120499,60,2020-05-06,2020-05-06T00:00:00.000,ST. MARY'S UNITED METH. CHURCH,27355 REZAC ROAD,ST. MARYS,KS,66536,2020,5,2020,5,0,0,Religious Organization
8051,2130139,90,2020-05-06,2020-05-06T00:00:00.000,MT. ZION GENERAL BAPTIST CHURC,2300 BURGE ST.,MALDEN,MO,63863,2020,5,2020,5,0,0,Religious Organization
8058,1130072,210,2020-05-06,2020-05-06T00:00:00.000,ST BENEDICT CATHOLIC SCHOOL,201 Division St,Atchison,KS,66002,2020,5,2020,5,0,0,Religious Organization
8057,1020209,150,2020-05-06,2020-05-06T00:00:00.000,DELAWARE BAPTIST ABWM,1010 OHIO ST.,SABETHA,KS,66534,2020,5,2020,5,0,0,Religious Organization
8053,2193670,90,2020-05-06,2020-05-06T00:00:00.000,ST. PAUL LUTHERAN LADIES AID,P.O. BOX 328,JONESBURG,MO,63351,2020,5,2020,5,0,0,Religious Organization
8039,2201650,60,2020-05-06,2020-05-06T00:00:00.000,TWILIGHT GARDENERS CLUB,4345 E 476 Rd,EL DORADO SPRINGS,MO,64744,2020,5,2020,5,0,0,Community
8047,2210592,60,2020-05-06,2020-05-06T00:00:00.000,GREENVILLE UMW CHURCH GROUP,PO Box 305,Greenville,MO,63944,2020,5,2020,5,0,0,Religious Organization
8044,1130193,60,2020-05-06,2020-05-06T00:00:00.000,FIRST CHRISTIAN CHURCH,PO Box 254,Neodesha,KS,66757,2020,5,2020,5,0,0,Religious Organization
8043,2191021,60,2020-05-06,2020-05-06T00:00:00.000,ST MARKS WOMENS GUILD,117 E South Oak Crest Dr,Houston,MO,65483,2020,5,2020,5,0,0,Community
7987,1050655,60,2020-04-22,2020-04-22T00:00:00.000,"EMMANUEL CHURCH, INC.",1300 N Vine St,Abilene,KS,67410,2020,4,2020,4,0,0,Religious Organization
7950,2210500,30,2020-04-22,2020-04-22T00:00:00.000,UNITED METHODIST YOUTH,440 County Road 308,ALTON,MO,65606,2020,4,2020,4,0,0,Religious Organization
7952,2070986,30,2020-04-22,2020-04-22T00:00:00.000,HELPING HANDS COMMUNITY CENTER,403 1ST ST.,DONIPHAN,MO,63935,2020,4,2020,4,0,0,Community
7954,2154368,60,2020-04-22,2020-04-22T00:00:00.000,ANTIOCH BAPTIST CHURCH,31707 RT D,PARIS,MO,65275,2020,4,2020,4,0,0,Religious Organization
7956,1130460,60,2020-04-22,2020-04-22T00:00:00.000,PINE VIEW CHRISTIAN HOME,4281 Hwy 17,Summersville,MO,65571,2020,4,2020,4,0,0,Religious Organization
7960,1130181,60,2020-04-22,2020-04-22T00:00:00.000,FIRST CHRISTIAN CHURCH,1401 Cross St,Burlington,KS,66839,2020,4,2020,4,0,0,Religious Organization
7962,1131283,60,2020-04-22,2020-04-22T00:00:00.000,MORNINGVIEW HOMES ASSOCIATION,704 SUN COURT,RAYMORE,MO,64083,2020,4,2020,4,0,0,Community
7975,1130537,60,2020-04-22,2020-04-22T00:00:00.000,KINGS KIDS-1ST BAPTIST CHURCH,10753 SCOTT RD,PLEASANTON,KS,66075,2020,4,2020,4,0,0,Religious Organization
7979,2061050,60,2020-04-22,2020-04-22T00:00:00.000,EMERALD BEACH WOMENS CLUB,23956 Cardinal Dr,Golden,MO,65658,2020,4,2020,4,0,0,Community
7981,1050690,60,2020-04-22,2020-04-22T00:00:00.000,ENTERPRISE SDA CHURCH,PO BOX 277,ENTERPRISE,KS,67441,2020,4,2020,4,0,0,Religious Organization
7980,1100262,60,2020-04-22,2020-04-22T00:00:00.000,ST THERESAS LADIES GUILD,2941 80 Rd,Burr Oak,KS,66936,2020,4,2020,4,0,0,Community
7989,1090045,60,2020-04-22,2020-04-22T00:00:00.000,JEFF COUNTY CHPT- NAT A.R.F.E.,9798 Nemaha Rd,Oskaloosa,KS,66066,2020,4,2020,4,0,0,Religious Organization
7994,1031280,60,2020-04-22,2020-04-22T00:00:00.000,CHRISTIAN GLEANERS,421 E. MODOC,MANKATO,KS,66956,2020,4,2020,4,0,0,Religious Organization
7996,2161060,60,2020-04-22,2020-04-22T00:00:00.000,PLEASANT GROVE CHURCH,1617 State Route T,BIRCH TREE,MO,65438,2020,4,2020,4,0,0,Religious Organization
7998,1031540,60,2020-04-22,2020-04-22T00:00:00.000,CLEARWATER CHURCH OF CHRIST,PO Box 458,CLEARWATER,KS,67026,2020,4,2020,4,0,0,Religious Organization
8000,1120175,90,2020-04-22,2020-04-22T00:00:00.000,LWML - FAITH LUTHERAN CHURCH,1600 NORTH BUCKEYE AVE.,ABILENE,KS,67410,2020,4,2020,4,0,0,Religious Organization
8002,2031920,90,2020-04-22,2020-04-22T00:00:00.000,FIRST CHRISTIAN CHURCH,21692 S 1900 Rd,Milo,MO,64767,2020,4,2020,4,0,0,Religious Organization
8006,2140399,120,2020-04-22,2020-04-22T00:00:00.000,ZION LUTHERAN SCHOOL,10135 SE County Rd 9526,Rockville,MO,64780,2020,4,2020,4,0,0,Religious Organization
8007,1033235,120,2020-04-22,2020-04-22T00:00:00.000,CHRISTIAN CHURCH COTERIE,102 E 1 STREET,WASHINGTON,KS,66968,2020,4,2020,4,0,0,Religious Organization
8009,2192518,360,2020-04-22,2020-04-22T00:00:00.000,STRAFFORD SENIOR CENTER,201 W BUMGARNER BLVD.,STRAFFORD,MO,65757,2020,4,2020,4,0,0,Community
7990,1130335,60,2020-04-22,2020-04-22T00:00:00.000,ALDRICH-MORRISVILLE UNITED METHODIST WOM,1131 HWY UU,BOLIVAR,MO,65613,2020,4,2020,4,0,0,Religious Organization
